Onsite_Energy,Chemical_Potential
9.0,0.6541361661989527
8.984848484848486,1.7587154514316694
8.96969696969697,0.8309654144156866
8.954545454545453,0.7075938449034425
8.93939393939394,0.862575786482239
8.924242424242424,0.44874531046650645
8.90909090909091,0.3046870717927277
8.893939393939394,0.3841378629754786
8.878787878787879,0.3363081747556862
8.863636363636363,0.33818499760837994
8.84848484848485,-0.08279316754357069
8.833333333333334,-0.04984483459469402
8.818181818181818,-0.014297182525808694
8.803030303030303,0.08577316196084439
8.787878787878787,0.022081930598687904
8.772727272727273,-0.28969929209876
8.757575757575758,-0.08950021337267344
8.742424242424242,-0.23902789807738145
8.727272727272727,0.055395541864584175
8.712121212121211,-0.2846237156599045
8.696969696969697,0.021748657059958987
8.681818181818182,0.05915159044184293
8.666666666666666,0.27253026294840765
8.651515151515152,-0.30386816302694797
8.636363636363637,-0.1780701437084531
8.621212121212121,-0.08039453267917906
8.606060606060606,0.052843709263186156
8.590909090909092,0.11923995079098404
8.575757575757574,-0.11504329802653501
8.56060606060606,-0.027203889186409924
8.545454545454547,0.025955973602776794
8.530303030303031,0.08572278954875401
8.515151515151514,-0.07160658709943846
8.5,-0.15620147419116392
8.484848484848484,-0.026757445495547927
8.469696969696969,-0.07924141163181275
8.454545454545455,-3.534081524603266
8.43939393939394,-0.0396890333051374
8.424242424242424,-3.37588235403706
8.40909090909091,-3.2380462909454764
8.393939393939394,-0.09963716452335802
8.378787878787879,0.21070738345315476
8.363636363636363,-0.04175951542038092
8.348484848484848,-3.431779674303982
8.333333333333332,-3.3588560812644914
8.318181818181817,-3.3386800496782882
8.303030303030303,-3.347933244919119
8.287878787878789,-3.4721809805451187
8.272727272727273,-3.2900363397285446
8.257575757575758,0.2860186551218078
8.242424242424242,-3.2654697912691972
8.227272727272727,-3.337937305448264
8.212121212121213,-3.1013744288471514
8.196969696969697,-3.227533873870044
8.181818181818183,-3.1022049275505026
8.166666666666668,-3.1090322577821894
8.151515151515152,-3.204537803501836
8.136363636363637,-2.9862316887413556
8.121212121212121,-3.0723337500320156
8.106060606060606,-3.1198894170063056
8.090909090909092,-2.9342594330814507
8.075757575757576,0.3456005478460611
8.06060606060606,-2.950202894654552
8.045454545454545,-2.9674848845432678
8.03030303030303,-2.9754488428333445
8.015151515151516,-3.062768940895353
8.0,-3.0124548494133023
7.984848484848484,-2.994073758611762
7.96969696969697,-2.908753121701352
7.954545454545454,-2.9937385846695577
7.9393939393939394,-2.933841895783843
7.924242424242425,-2.9269321662403627
7.909090909090909,-2.836756755474255
7.8939393939393945,-2.9812679943440514
7.878787878787879,-2.864364703651887
7.863636363636363,-2.92494879941583
7.848484848484848,-3.0547470172738826
7.833333333333333,-2.9629677593644317
7.818181818181818,-2.9083318841021253
7.803030303030303,-2.8656558818339306
7.787878787878788,-2.5494106722658216
7.7727272727272725,-2.6270145105065694
7.757575757575758,-2.6373053243380866
7.742424242424242,-2.844764747753146
7.7272727272727275,-2.743775929349141
7.712121212121213,-2.831872908571796
7.696969696969697,-2.771823009374799
7.681818181818182,-2.6852122473867723
7.666666666666666,-2.704142090424938
7.651515151515151,-2.5548610025401217
7.636363636363637,-2.7473391049171028
7.621212121212121,-2.6567073746451513
7.606060606060606,-2.6051724940485883
7.590909090909091,-2.5175892011576764
7.575757575757575,-2.569172925968644
7.5606060606060606,-2.6021592817073724
7.545454545454546,-2.5791918209232563
7.53030303030303,-2.5518852818990467
7.515151515151516,-2.6041544361664535
7.5,-2.484940156092307
