Onsite_Energy,Chemical_Potential
9.0,1.1099335490410454
8.984848484848486,0.2788539489856703
8.96969696969697,0.7494130470392406
8.954545454545453,1.7318648541522066
8.93939393939394,1.297883133166465
8.924242424242424,0.9822960416831279
8.90909090909091,1.1659221221830762
8.893939393939394,0.9517982659309041
8.878787878787879,1.4468997297540795
8.863636363636363,0.9475367716444225
8.84848484848485,1.3268091793279382
8.833333333333334,1.1826366047793613
8.818181818181818,1.306932612862056
8.803030303030303,1.4166650137175338
8.787878787878787,1.2148999803878837
8.772727272727273,1.443488722924485
8.757575757575758,1.2147035296841295
8.742424242424242,1.0103391504960086
8.727272727272727,1.002274707019069
8.712121212121211,0.38074305035388534
8.696969696969697,0.9349781435631712
8.681818181818182,1.0269800596661298
8.666666666666666,0.4332438698627925
8.651515151515152,0.051828979916308526
8.636363636363637,0.0791705577388484
8.621212121212121,-0.17538102509553255
8.606060606060606,-0.2857959025130299
8.590909090909092,-3.868373853645892
8.575757575757574,-0.01898893355189557
8.56060606060606,-0.1415770827490519
8.545454545454547,0.09095646555130088
8.530303030303031,-0.31254973130381813
8.515151515151514,-3.660263474931128
8.5,0.08202034414205173
8.484848484848484,-0.23157574407309767
8.469696969696969,-0.00012219966271231897
8.454545454545455,-0.05459700692915703
8.43939393939394,-3.424427827422676
8.424242424242424,-3.52866014360643
8.40909090909091,0.060091211249982734
8.393939393939394,-3.4086593275883956
8.378787878787879,0.43810582822152355
8.363636363636363,-0.0006031036697891068
8.348484848484848,0.17843240600637955
8.333333333333332,-3.525640272984049
8.318181818181817,0.174496832743273
8.303030303030303,-3.5808691388879197
8.287878787878789,-3.3231405120495765
8.272727272727273,0.4933784846152207
8.257575757575758,0.016843933073857897
8.242424242424242,0.2284178605173679
8.227272727272727,0.3618709550144672
8.212121212121213,-3.1973335744033875
8.196969696969697,-3.036155173339637
8.181818181818183,-2.7186523840393875
8.166666666666668,-2.8883166497738557
8.151515151515152,-3.0605558408520324
8.136363636363637,-2.751499923708593
8.121212121212121,-3.2348747299187153
8.106060606060606,-3.006559233623136
8.090909090909092,0.330340575438413
8.075757575757576,-3.19523214623905
8.06060606060606,-3.3283766983220175
8.045454545454545,-2.9766070581110284
8.03030303030303,-3.0735293482275097
8.015151515151516,-3.2004211412505015
8.0,-3.1091984760232094
7.984848484848484,-2.911334771883162
7.96969696969697,-3.0780489753768734
7.954545454545454,-2.6197468049127224
7.9393939393939394,-2.937562740333476
7.924242424242425,-2.901803713341451
7.909090909090909,-2.7551343281806453
7.8939393939393945,-2.7350055220929903
7.878787878787879,-2.8739861208146067
7.863636363636363,-2.677395921403729
7.848484848484848,-2.871450729522792
7.833333333333333,-2.9552707482944243
7.818181818181818,-2.503142628896285
7.803030303030303,-2.738746083503713
7.787878787878788,-2.7310949570793923
7.7727272727272725,-3.145628309919232
7.757575757575758,-2.988579157733227
7.742424242424242,-2.4785715644594575
7.7272727272727275,0.990477833083105
7.712121212121213,-3.14861949979678
7.696969696969697,-2.6848237881754358
7.681818181818182,-2.6053740130435017
7.666666666666666,-2.9776134739526583
7.651515151515151,-2.454780218765279
7.636363636363637,-2.6651271709746425
7.621212121212121,-2.4109668341353085
7.606060606060606,-2.2746841288790733
7.590909090909091,-2.6846689692561654
7.575757575757575,-2.3924880975479255
7.5606060606060606,-2.546119232869785
7.545454545454546,-2.6185621011940157
7.53030303030303,-2.5344458921465502
7.515151515151516,-2.684471797516153
7.5,-2.4736664429303232
